sheet,fuel_label,scenario,base_abs_gap,base_gap_ratio,projection_abs_gap,projection_gap_ratio,ninth_fuel_code,mapping_source,flow_source,fuel_source,sector_match_method,mapping_note,comparator_scope,worst_gap_ratio,worst_abs_gap,issue_cause,agent_debug_hint
esto__09__Total_transformation_sector,LNG,Target,,,7449.147538822097,85.85961940411296,08_02_lng,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,85.85961940411296,7449.147538822097,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09__Total_transformation_sector,Coke oven coke,Target,,,211.8823967315879,84.59879138500209,02_coal_products,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,84.59879138500209,211.8823967315879,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09_06_02__Liquefaction_regasification_plants,Natural gas,Target,,,7443.707552596638,80.73470426440674,08_01_natural_gas,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,80.73470426440674,7443.707552596638,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09_06__Gas_processing_plants,Natural gas,Target,,,7443.707552596638,80.73470426440674,08_01_natural_gas,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,80.73470426440674,7443.707552596638,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09_08__Coal_transformation,Coking coal,Target,,,444.11421000992954,80.31006229325573,01_01_coking_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,80.31006229325573,444.11421000992954,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09__Total_transformation_sector,Coking coal,Target,,,444.11421000992954,80.31006229325573,01_01_coking_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,80.31006229325573,444.11421000992954,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__07__Total_primary_energy_supply,Coking coal,Target,,,444.11420965492954,80.31006222906066,01_01_coking_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,80.31006222906066,444.11420965492954,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__07__Total_primary_energy_supply,Other sources,Target,,,332.5407350107161,66.97271179964001,16_others_unallocated,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,66.97271179964001,332.5407350107161,catch_all_fuel_bucket,Catch-all fuel labels often hide reassignment problems; compare against specific fuels in the same sheet.
esto__14_03_11__Non-specified_industry,BKB/PB,Target,,,19.131052992328968,63.00000002981502,02_coal_products,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,63.00000002981502,19.131052992328968,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__13__Total_final_energy_consumption,BKB/PB,Target,,,121.8388723454544,63.000000004696055,02_coal_products,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,63.000000004696055,121.8388723454544,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__14_03__Manufacturing,BKB/PB,Target,,,121.83887234545439,63.00000000469605,02_coal_products,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,63.00000000469605,121.83887234545439,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__14__Industry_sector,BKB/PB,Target,,,121.83887234545439,63.00000000469605,02_coal_products,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,63.00000000469605,121.83887234545439,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__14_03_01__Iron_and_steel,BKB/PB,Target,,,102.70781935312543,63.00000000001722,02_coal_products,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,63.00000000001722,102.70781935312543,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__07__Total_primary_energy_supply,Additives/ oxygenates,Target,,,1005.6757344594781,20.47939633631577,07_x_other_petroleum_products,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,20.47939633631577,1005.6757344594781,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__07__Total_primary_energy_supply,LPG,Target,,,2273.0017389035506,18.50119345939286,07_09_lpg,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,18.50119345939286,2273.0017389035506,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__14_03_11__Non-specified_industry,Anthracite,Target,,,23.54115591634831,15.000000007374062,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,15.000000007374062,23.54115591634831,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__14_03_08__Pulp__paper_and_printing,Anthracite,Target,,,19.95362400922514,14.999999998197515,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,14.999999998197515,19.95362400922514,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__14_03_07__Food__beverages_and_tobacco,Anthracite,Target,,,98.05724090483747,14.999999996542757,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,14.999999996542757,98.05724090483747,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
template__Power__CHP_plants,Natural gas,Target,,,1715.409009706783,12.717539329475494,08_01_natural_gas,dashboard_template_esto_axis,dashboard_template,dashboard_template,esto_pair_axis,Template-declared ESTO-axis row with no LEAP export row.,esto_pair,12.717539329475494,1715.409009706783,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__13__Total_final_energy_consumption,Anthracite,Target,,,353.81368628460245,9.275058959553878,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,9.275058959553878,353.81368628460245,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__14_03__Manufacturing,Anthracite,Target,,,342.3323424714291,8.980456357864249,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,8.980456357864249,342.3323424714291,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__14__Industry_sector,Anthracite,Target,,,342.3323424714291,8.980456357864249,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,8.980456357864249,342.3323424714291,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__16_01_01__Datacentres,Electricity,Target,,,2747.3928848402284,7.141280554693534,17_electricity,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,7.141280554693534,2747.3928848402284,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__14_03_02__Chemical__incl__petrochemical,Anthracite,Target,,,43.82034842500148,7.000000000001892,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,7.000000000001892,43.82034842500148,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__14_03_01__Iron_and_steel,Anthracite,Target,,,1.9439396663746422,6.999999999989692,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,6.999999999989692,1.9439396663746422,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__14_03_04__Non-metallic_mineral_products,Anthracite,Target,,,155.01603354964212,6.999999999870716,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,6.999999999870716,155.01603354964212,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__09_08__Coal_transformation,Other bituminous coal,Target,,,12.133381130561359,3.460135497052026,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,3.460135497052026,12.133381130561359,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
template__Power__CHP_plants,Electricity,Target,,,1932.523613627327,2.4808940832807154,17_electricity,dashboard_template_esto_axis,dashboard_template,dashboard_template,esto_pair_axis,Template-declared ESTO-axis row with no LEAP export row.,esto_pair,2.4808940832807154,1932.523613627327,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__03__Exports,Natural gas liquids,Target,,,958.6950629999999,2.055499388935499,06_02_natural_gas_liquids,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,2.055499388935499,958.6950629999999,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__13__Total_final_energy_consumption,Other biomass,Target,,,1251.2443573155674,1.8529998976938067,15_05_other_biomass,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.8529998976938067,1251.2443573155674,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__01__Production,Other biomass,Target,,,1251.2443573155674,1.8529998976938065,15_05_other_biomass,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.8529998976938065,1251.2443573155674,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__07__Total_primary_energy_supply,Other biomass,Target,,,1251.2443573155674,1.8529998976938065,15_05_other_biomass,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.8529998976938065,1251.2443573155674,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09__Total_transformation_sector,Other bituminous coal,Target,,,4727.646992372033,1.609585618433284,01_x_thermal_coal,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.609585618433284,4727.646992372033,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
template__Power__Electricity_plants,Other bituminous coal,Target,,,4512.680349241473,1.5382340330050224,01_x_thermal_coal,dashboard_template_esto_axis,dashboard_template,dashboard_template,esto_pair_axis,Template-declared ESTO-axis row with no LEAP export row.,esto_pair,1.5382340330050224,4512.680349241473,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__13__Total_final_energy_consumption,Blast furnace gas,Target,,,2.412546480454405,1.247470740282401,16_02_industrial_waste,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.247470740282401,2.412546480454405,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__14_03__Manufacturing,Blast furnace gas,Target,,,2.412546480454405,1.247470740282401,16_02_industrial_waste,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.247470740282401,2.412546480454405,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__14__Industry_sector,Blast furnace gas,Target,,,2.412546480454405,1.247470740282401,16_02_industrial_waste,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.247470740282401,2.412546480454405,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09__Total_transformation_sector,Kerosene,Target,,,178.05538250995065,1.000032851926813,07_06_kerosene,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.000032851926813,178.05538250995065,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09__Total_transformation_sector,Electricity,Target,,,17796.66283230815,1.0,17_x_green_electricity,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,17796.66283230815,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
template__Power__Electricity_plants,Sub-bituminous coal,Target,,,4442.858255853812,1.0,01_x_thermal_coal,dashboard_template_esto_axis,dashboard_template,dashboard_template,esto_pair_axis,Template-declared ESTO-axis row with no LEAP export row.,esto_pair,1.0,4442.858255853812,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__09__Total_transformation_sector,PetProd nonspecified,Target,,,3918.3269367176767,1.0,07_petroleum_products_unallocated,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,3918.3269367176767,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__02__Imports,Motor gasoline,Target,,,2140.894156377312,1.0,07_01_motor_gasoline,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,2140.894156377312,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__03__Exports,Motor gasoline,Target,,,2140.894156377312,1.0,07_01_motor_gasoline,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,2140.894156377312,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__07__Total_primary_energy_supply,Electricity,Target,,,1019.8772836668348,1.0,17_x_green_electricity,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,1019.8772836668348,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__07__Total_primary_energy_supply,Bio jet kerosene,Target,,,256.7284721202452,1.0,16_07_bio_jet_kerosene,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,256.7284721202452,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__13__Total_final_energy_consumption,Bio jet kerosene,Target,,,256.7284721202452,1.0,16_07_bio_jet_kerosene,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,256.7284721202452,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__15_01__Domestic_air_transport,Bio jet kerosene,Target,,,251.76315526096127,1.0,16_07_bio_jet_kerosene,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,251.76315526096127,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__15__Transport_sector,Bio jet kerosene,Target,,,251.76315526096127,1.0,16_07_bio_jet_kerosene,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,251.76315526096127,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09_13_03__SMR_w_CCS,Natural gas,Target,,,141.8346559204727,1.0,08_01_natural_gas,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,141.8346559204727,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09_13__Hydrogen_transformation,Natural gas,Target,,,141.8346559204727,1.0,08_01_natural_gas,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,141.8346559204727,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__02__Imports,Municipal solid waste (non-renewable),Target,,,109.7930112412327,1.0,16_04_municipal_solid_waste_nonrenewable,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,109.7930112412327,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__15__Transport_sector,Hydrogen,Target,,,107.16534550203608,1.0,16_x_hydrogen,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,107.16534550203608,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__13__Total_final_energy_consumption,Hydrogen,Target,,,107.16534550203606,1.0,16_x_hydrogen,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,107.16534550203606,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
esto__03__Exports,Refinery gas (not liquefied),Target,,,96.63300008459576,1.0,07_10_refinery_gas_not_liquefied,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,96.63300008459576,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__09__Total_transformation_sector,Municipal solid waste (non-renewable),Target,,,93.0794525902338,1.0,16_04_municipal_solid_waste_nonrenewable,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,93.0794525902338,direct_mapping_numeric_gap,"Mapping looks direct; inspect source data values, signs, and scenario-specific series."
esto__15_02__Road,Hydrogen,Target,,,78.32411002094537,1.0,16_x_hydrogen,balance_table_esto_axis,esto_flow,esto_product,esto_pair_axis,,esto_pair,1.0,78.32411002094537,aggregate_fuel_mapping,The 9th fuel is an aggregate bucket; compare against sibling fuels and the shared aggregate fuel audit.
